group	OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	ArcTE16SAAA	ArcTE16SAAB	ArcTE16SABA	ArcTE16SABB	ArcTE16SACA	ArcTE16SACC	ArcTE16SADA	ArcTE16SADB	ArcTE16SADC	ArcTE16SADD	ArcTE16SAEA	ArcTE16SAEB	ArcTE16SAEC	ArcTE16SAED	ArcTE16SBAA	ArcTE16SBAB	ArcTE16SBAC	ArcTE16SBBA	ArcTE16SBBB	ArcTE16SBBC	ArcTE16SBBD	ArcTE16SBCA	ArcTE16SBCC	ArcTE16SBCD	ArcTE16SBDA	ArcTE16SBDB	ArcTE16SBDC	ArcTE16SBDD	ArcTE16SBEA	ArcTE16SBEB	ArcTE16SBEC	ArcTE16SBED	ArcTE16SCAA	ArcTE16SCAB	ArcTE16SCAC	ArcTE16SCBA	ArcTE16SCBB	ArcTE16SCCB	ArcTE16SCCD	ArcTE16SCDA	ArcTE16SCDB	ArcTE16SCDC	ArcTE16SCEA	ArcTE16SCEB	ArcTE16SDAA	ArcTE16SDAB	ArcTE16SDAC	ArcTE16SDBA	ArcTE16SDBB	ArcTE16SDBC	ArcTE16SDBD	ArcTE16SDCB	ArcTE16SDCC	ArcTE16SDCD	ArcTE16SDDA	ArcTE16SDDB	ArcTE16SDEA	ArcTE16SDEB	ArcTE16SDEC	ArcTE16SEAA	ArcTE16SEAB	ArcTE16SEAC	ArcTE16SEAD	ArcTE16SEBA	ArcTE16SEBB	ArcTE16SEBC	ArcTE16SEBD	ArcTE16SEDA	ArcTE16SEDB	ArcTE16SEDC	ArcTE16SEEA	ArcTE16SEEB	ArcTE16SEED
nitrate_respiration	NA	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA	0	0	0	0	0	0	0	0	0	0.01097293343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009276437848	0	0	0	0	0.001048417842	0	0	0	0	0	0	0	0	0	0.001572136897	0	0	0	0	0	0	0	0	0	0	0	0	0.04868913858	0	0	0.01204819277	0.1111111111
nitrate_reduction	NA	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA	0	0	0	0	0	0	0	0	0	0.01097293343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009276437848	0	0	0	0	0.001048417842	0	0	0	0	0	0	0	0	0	0.001572136897	0	0	0	0	0	0	0	0	0	0	0	0	0.04868913858	0	0	0.01204819277	0.1111111111
nitrogen_respiration	NA	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA	0	0	0	0	0	0	0	0	0	0.01097293343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009276437848	0	0	0	0	0.001048417842	0	0	0	0	0	0	0	0	0	0.001572136897	0	0	0	0	0	0	0	0	0	0	0	0	0.04868913858	0	0	0.01204819277	0.1111111111
fumarate_respiration	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intracellular_parasites	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chlorate_reducers	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predatory_or_exoparasitic	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chloroplasts	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nonphotosynthetic_cyanobacteria	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photosynthetic_cyanobacteria	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_H2_oxidizing	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_S_oxidizing	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_Fe_oxidizing	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxygenic_photoautotrophy	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoautotrophy	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aerobic_anoxygenic_phototrophy	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoheterotrophy	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phototrophy	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
plastic_degradation	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ureolysis	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reductive_acetogenesis	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chemoheterotrophy	NA	Archaea	NA	NA	NA	NA	NA	0	0.1781018408	0.1089560753	0.190493977	0.1834327934	0.1489547038	0.1910866911	0.02583979328	0.1185243328	0.03877103146	0.1627401232	0.06199740597	0.0979661988	0.1336140888	0.03284868067	0.1104713158	0.01199791341	0.1350635593	0.09745127436	0.08041237113	0.1942063257	0.1964457253	0.1882993646	0.193883792	0.1073015873	0.1908510322	0.1810402685	0.07571288102	0.03347889374	0.1929968541	0.1891301975	0.1578800558	0.1685823755	0.1911900533	0.19451297	0.1952068658	0.1981125624	0.1957578806	0.08358208955	0.1383067896	0.0784856879	0.05009276438	0.08112582781	0.1526104418	0.1308270677	0.1920744036	0.1885245902	0.1844427635	0.1899224806	0.1862578081	0.1746931067	0.1914340449	0.1863799283	0.183457052	0.1686746988	0.1804107425	0.188535494	0.1990358127	0.2	0.1927664486	0.1946636064	0.1885407846	0.1843432879	0.1929600273	0.1953485308	0.183107849	0.1894031234	0	0	0.04868913858	0	0	0.01204819277	0.1111111111
